cart_id,mock_user_id,risk_score,risk_percentile_rank,risk_level,label_backed_risk_score,contextual_evidence_score,context_signal_count,top_reasons,reason_details,suggested_action,dashboard_message,risk_input_coverage_weight,transaction_layer_score,fit_layer_agent_score,review_layer_agent_score,cart_behavior_agent_score,fit_context_evidence_score,review_context_evidence_score,cart_context_evidence_score,primary_mock_product_id,primary_source_item_id,cart_item_count,unique_mock_product_count,two_size_same_product,duplicate_variant,cart_uncertainty_signal_count,cart_size_pressure,model_risk_rank_score,model_risk_score_raw,night_purchase,fit_layer_summary_score,item_fit_issue_score,item_length_issue_score,item_quality_issue_score,review_text_summary_score,review_text_size_issue_score,review_text_quality_issue_score,review_text_color_issue_score,review_text_negative_language_score,rating_issue_score,review_text_color_issue_score_upper_tail_flag,fit_signal_available,review_signal_available,rating_signal_available,review_text_size_issue_score_upper_tail_flag,review_text_quality_issue_score_upper_tail_flag,review_text_negative_language_score_upper_tail_flag
CART_0030,MU_021,0.9874915538998155,0.98,high,0.9821307912854508,1.0,3,"[""two_sizes_same_product"", ""high_transaction_model_rank"", ""large_cart_size"", ""fit_or_size_issue_signal""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""high_transaction_model_rank"", ""severity"": 0.9821307912854508, ""message"": ""Transaction model rank is high.""}, {""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3720571101156814, ""message"": ""Fit or size mismatch signal is elevated.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.9821307912854508,0.2957922842534239,0.2398608606538249,0.53,1,1,1,MP_0108,modcloth_726572,4,2,1,0,1,0.6,0.9821307912854508,0.7436698979584924,0.0,0.2957922842534239,0.3522089627658011,0.2621187750339041,0.2466090467478392,0.2398608606538249,0.3720571101156814,0.0927900928476034,0.0039829157824913,0.1785120110950162,0.1516006568236681,0,1,1,1,0,0,1
CART_0031,MU_029,0.2933125148377435,0.06,low,0.4190178783396336,0.0,0,"[""dominant_transaction_model_signal""]","[{""code"": ""dominant_transaction_model_signal"", ""severity"": 0.4190178783396336, ""message"": ""transaction_model is the strongest available layer.""}]",standard_checkout,No dominant risk reason detected for this cart.,1.0,0.4190178783396336,0.2708042836616388,0.1818779897062132,0.0,0,0,0,MP_0177,renttherunway_1152022,1,1,0,0,0,0.0,0.4190178783396336,0.1891463657277667,0.0,0.2708042836616388,0.2708042836616388,,,0.1818779897062132,0.2952016273782458,0.053908717424333,0.0048117890645113,0.1315138488870061,0.1101016085926075,0,1,1,1,0,0,0
CART_0032,MU_005,0.786081648678756,0.62,medium,0.75868806954108,0.8500000000000001,2,"[""fit_or_size_issue_signal"", ""quality_issue_signal"", ""length_issue_signal"", ""negative_review_language_signal""]","[{""code"": ""fit_or_size_issue_signal"", ""severity"": 0.4850622883058729, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""quality_issue_signal"", ""severity"": 0.3136171957658565, ""message"": ""Quality-related signal is elevated.""}, {""code"": ""length_issue_signal"", ""severity"": 0.3126302723717182, ""message"": ""Length issue signal is elevated.""}, {""code"": ""negative_review_language_signal"", ""severity"": 0.1869694484605818, ""message"": ""Negative review language signal is elevated.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.75868806954108,0.3468334316112665,0.261358213172207,0.06,1,1,0,MP_0153,modcloth_167315,2,2,0,0,0,0.2,0.75868806954108,0.3478491228433895,0.0,0.3468334316112665,0.4850622883058729,0.3126302723717182,0.3136171957658565,0.261358213172207,0.3719082496751629,0.091030807467167,0.0168220378391962,0.1869694484605818,,1,1,1,0,0,0,1
CART_0033,MU_019,0.8507391479026278,0.74,medium,0.7867702112894684,1.0,3,"[""two_sizes_same_product"", ""large_cart_size"", ""fit_or_size_issue_signal"", ""fit_layer_signal""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""large_cart_size"", ""severity"": 0.8, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3994089565810411, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.3582298600503886, ""message"": ""Fit layer signal is elevated.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.7867702112894684,0.3582298600503886,0.2287117527879948,0.59,1,1,1,MP_0176,renttherunway_235073,5,2,1,0,1,0.8,0.7867702112894684,0.3701572941983016,0.0,0.3582298600503886,0.3582298600503886,,,0.2287117527879948,0.3994089565810411,0.0446224634048977,0.0039829157824913,0.145464430670875,0.1248851290837584,0,1,1,1,1,0,0
CART_0034,MU_011,0.9154705162621668,0.82,high,0.8792435946602385,1.0,3,"[""large_cart_size"", ""fit_or_size_issue_signal"", ""fit_layer_signal"", ""negative_review_language_signal""]","[{""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3933485469549323, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.3777147229484154, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""negative_review_language_signal"", ""severity"": 0.1832722610931513, ""message"": ""Negative review language signal is elevated.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.8792435946602385,0.3777147229484154,0.2326680335347941,0.18,1,1,1,MP_0049,renttherunway_1426339,4,4,0,0,0,0.6,0.8792435946602385,0.4681785237258082,0.0,0.3777147229484154,0.3777147229484154,,,0.2326680335347941,0.3933485469549323,0.0691319689484827,0.0183882934426406,0.1832722610931513,0.1249158129048828,1,1,1,1,1,0,1
CART_0035,MU_014,0.29918963092824924,0.08,low,0.4274137584689275,0.0,0,"[""dominant_transaction_model_signal""]","[{""code"": ""dominant_transaction_model_signal"", ""severity"": 0.4274137584689275, ""message"": ""transaction_model is the strongest available layer.""}]",standard_checkout,No dominant risk reason detected for this cart.,1.0,0.4274137584689275,0.2770267205008392,0.2079854261377675,0.06,0,0,0,MP_0157,renttherunway_1507833,2,2,0,0,0,0.2,0.4274137584689275,0.191556952700173,0.0,0.2770267205008392,0.2770267205008392,,,0.2079854261377675,0.3514065787900212,0.053908717424333,0.0048117890645113,0.1515566956682122,0.1101016085926075,0,1,1,1,0,0,0
CART_0036,MU_008,0.9490941215142716,0.9,high,0.9915630307346738,0.8500000000000001,2,"[""high_transaction_model_rank"", ""fit_layer_signal"", ""fit_or_size_issue_signal"", ""low_rating_signal_when_available""]","[{""code"": ""high_transaction_model_rank"", ""severity"": 0.9915630307346738, ""message"": ""Transaction model rank is high.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.3548890564903362, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3548890564903362, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""low_rating_signal_when_available"", ""severity"": 0.1533594875588957, ""message"": ""Rating issue signal is elevated when rating is available.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.9915630307346738,0.3548890564903362,0.2141355292654396,0.12,1,1,0,MP_0127,renttherunway_2579422,3,3,0,0,0,0.4,0.9915630307346738,0.8176658790426135,0.0,0.3548890564903362,0.3548890564903362,0.2473701101879256,0.2584365858878927,0.2141355292654396,0.33747888616803,0.053908717424333,0.0048117890645113,0.1367165278242788,0.1533594875588957,0,1,1,1,0,0,0
CART_0037,MU_003,0.5157502876239521,0.26,low,0.3725004108913603,0.8500000000000001,2,"[""fit_or_size_issue_signal"", ""fit_layer_signal"", ""negative_review_language_signal""]","[{""code"": ""fit_or_size_issue_signal"", ""severity"": 0.4450211635918938, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.3739690731680736, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""negative_review_language_signal"", ""severity"": 0.1620170686338556, ""message"": ""Negative review language signal is elevated.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.3725004108913603,0.3739690731680736,0.2522009814672344,0.0,1,1,0,MP_0002,renttherunway_1748585,1,1,0,0,0,0.0,0.3725004108913603,0.1790929900022954,0.0,0.3739690731680736,0.3739690731680736,,,0.2522009814672344,0.4450211635918938,0.0294192726214952,0.0026259080358326,0.1620170686338556,0.1325108298098622,0,1,1,1,1,0,0
CART_0038,MU_022,0.43740891908179474,0.18,low,0.624869884402564,0.0,0,"[""dominant_transaction_model_signal""]","[{""code"": ""dominant_transaction_model_signal"", ""severity"": 0.624869884402564, ""message"": ""transaction_model is the strongest available layer.""}]",standard_checkout,No dominant risk reason detected for this cart.,1.0,0.624869884402564,0.3032990616028123,0.1713691016919499,0.0,0,0,0,MP_0054,renttherunway_445639,1,1,0,0,0,0.0,0.624869884402564,0.2757443390850243,0.0,0.3032990616028123,0.3032990616028123,,,0.1713691016919499,0.2813569680355637,0.043681889365853,0.0038989619417829,0.1153475347999956,0.1103133965572202,0,1,1,1,0,0,0
CART_0039,MU_017,0.21914717215434903,0.04,low,0.1416388173633558,0.4,1,"[""low_rating_signal_when_available""]","[{""code"": ""low_rating_signal_when_available"", ""severity"": 0.1757146976035028, ""message"": ""Rating issue signal is elevated when rating is available.""}]",show_review_and_product_detail_summary,Review signals are elevated. Show review summary before checkout.,1.0,0.1416388173633558,0.2475751127363237,0.1952527108539485,0.0,0,1,0,MP_0109,renttherunway_183945,1,1,0,0,0,0.0,0.1416388173633558,0.1037466487045169,0.0,0.2475751127363237,0.2475751127363237,,,0.1952527108539485,0.3028730341835526,0.039413041873978,0.0066036673230716,0.1309164556307148,0.1757146976035028,0,1,1,1,0,0,0
CART_0040,MU_015,0.8257993206596176,0.72,medium,0.8154276009423108,0.8500000000000001,2,"[""fit_layer_signal"", ""fit_or_size_issue_signal"", ""quality_issue_signal"", ""negative_review_language_signal""]","[{""code"": ""fit_layer_signal"", ""severity"": 0.4360379761728161, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.4360379761728161, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""quality_issue_signal"", ""severity"": 0.2697382467227465, ""message"": ""Quality-related signal is elevated.""}, {""code"": ""negative_review_language_signal"", ""severity"": 0.1600924924161168, ""message"": ""Negative review language signal is elevated.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.8154276009423108,0.4360379761728161,0.232141574611756,0.12,1,1,0,MP_0171,modcloth_494869,3,3,0,0,0,0.4,0.8154276009423108,0.3922682446157089,0.0,0.4360379761728161,0.4360379761728161,0.2166335618632664,0.2697382467227465,0.232141574611756,0.3807522868298942,0.0762015801101225,0.0034612184427907,0.1600924924161168,0.1274531566804167,0,1,1,1,0,0,0
CART_0041,MU_005,0.6945796124837926,0.5,medium,0.7565423035482751,0.55,2,"[""two_sizes_same_product"", ""large_cart_size"", ""low_rating_signal_when_available"", ""quality_issue_signal""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""low_rating_signal_when_available"", ""severity"": 0.1428056038699858, ""message"": ""Rating issue signal is elevated when rating is available.""}, {""code"": ""quality_issue_signal"", ""severity"": 0.0, ""message"": ""Quality-related signal is elevated.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.7565423035482751,0.281959342531429,0.1920508030558647,0.53,0,1,1,MP_0086,renttherunway_2576170,4,3,1,0,1,0.6,0.7565423035482751,0.3461562758861172,0.0,0.281959342531429,0.281959342531429,,,0.1920508030558647,0.3053296981687456,0.0759696548776578,0.004573827504317,0.1353128691946483,0.1428056038699858,0,1,1,1,0,0,0
CART_0042,MU_023,0.6742892492558301,0.44,medium,0.898984641794043,0.15,1,"[""two_sizes_same_product"", ""large_cart_size""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.898984641794043,0.2829135380829211,0.1743568184182286,0.53,0,0,1,MP_0042,renttherunway_2691997,4,2,1,0,1,0.6,0.898984641794043,0.5091926344932346,0.0,0.2829135380829211,0.2829135380829211,,,0.1743568184182286,0.2819172224853737,0.0427801485377862,0.0038184742792521,0.1387705704880398,0.1134953856937035,0,1,1,1,0,0,0
CART_0043,MU_006,0.6545422670245987,0.4,medium,0.8707746671779981,0.15,1,"[""two_sizes_same_product"", ""duplicate_variant"", ""large_cart_size""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""duplicate_variant"", ""severity"": 1.0, ""message"": ""Cart contains a duplicate variant.""}, {""code"": ""large_cart_size"", ""severity"": 0.8, ""message"": ""Cart size is high for this demo batch.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.8707746671779981,0.2889920287104455,0.1931276558050218,0.94,0,0,1,MP_0155,renttherunway_2287847,5,2,1,1,2,0.8,0.8707746671779981,0.4522786886670651,0.0,0.2889920287104455,0.2889920287104455,,,0.1931276558050218,0.3130709830185011,0.0525419236274319,0.0046897916629852,0.1408563932777559,0.1212737558777429,0,1,1,1,0,0,0
CART_0044,MU_006,0.6799490494713198,0.46,medium,0.907070070673314,0.15,1,"[""two_sizes_same_product"", ""large_cart_size""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""large_cart_size"", ""severity"": 0.8, ""message"": ""Cart size is high for this demo batch.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.907070070673314,0.2791243518546927,0.1991717125612551,0.59,0,0,1,MP_0094,renttherunway_2700492,5,3,1,0,1,0.8,0.907070070673314,0.5271120451832183,0.0,0.2791243518546927,0.2791243518546927,0.2473701101879256,0.2584365858878927,0.1991717125612551,0.2952016273782458,0.0691319689484827,0.0048117890645113,0.1456353404738465,0.1123420161946789,0,1,1,1,0,0,0
CART_0045,MU_030,0.938362552274512,0.88,high,0.9762322175350172,0.8500000000000001,2,"[""high_transaction_model_rank"", ""fit_or_size_issue_signal"", ""fit_layer_signal"", ""quality_issue_signal""]","[{""code"": ""high_transaction_model_rank"", ""severity"": 0.9762322175350172, ""message"": ""Transaction model rank is high.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3994089565810411, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.3582298600503886, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""quality_issue_signal"", ""severity"": 0.2056713551375473, ""message"": ""Quality-related signal is elevated.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.9762322175350172,0.3582298600503886,0.2287117527879948,0.12,1,1,0,MP_0176,renttherunway_235073,3,3,0,0,0,0.4,0.9762322175350172,0.7129217447686601,0.0,0.3582298600503886,0.3582298600503886,0.1839118056817493,0.2056713551375473,0.2287117527879948,0.3994089565810411,0.0859107186456015,0.0038184742792521,0.1373943467010841,0.1248851290837584,0,1,1,1,1,0,0
CART_0046,MU_009,0.44014134662795157,0.21,low,0.6287733523256451,0.0,0,"[""dominant_transaction_model_signal""]","[{""code"": ""dominant_transaction_model_signal"", ""severity"": 0.6287733523256451, ""message"": ""transaction_model is the strongest available layer.""}]",standard_checkout,No dominant risk reason detected for this cart.,1.0,0.6287733523256451,0.1795396957852792,0.1608492040153798,0.0,0,0,0,MP_0032,renttherunway_1110122,1,1,0,0,0,0.0,0.6287733523256451,0.2774810270040201,0.0,0.1795396957852792,0.1795396957852792,,,0.1608492040153798,0.2890774730352807,0.0375532963734685,0.0017057410332908,0.0850294024087269,0.0672031555913854,0,1,1,1,0,0,0
CART_0047,MU_015,0.7950903047900801,0.66,medium,0.7072718639858289,1.0,3,"[""two_sizes_same_product"", ""large_cart_size"", ""fit_layer_signal"", ""fit_or_size_issue_signal""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""large_cart_size"", ""severity"": 1.0, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""fit_layer_signal"", ""severity"": 0.5837481885149188, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.5837481885149188, ""message"": ""Fit or size mismatch signal is elevated.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.7072718639858289,0.5837481885149188,0.2522009814672344,0.6499999999999999,1,1,1,MP_0199,renttherunway_2107118,6,4,1,0,1,1.0,0.7072718639858289,0.3174474416814524,0.0,0.5837481885149188,0.5837481885149188,,,0.2522009814672344,0.4450211635918938,0.0500062226079117,0.0044634598372703,0.1620170686338556,0.1353537182799874,0,1,1,1,1,0,0
CART_0048,MU_021,0.41260833835533883,0.16,low,0.2251547690790555,0.8500000000000001,2,"[""fit_layer_signal"", ""fit_or_size_issue_signal"", ""rare_color_issue_review_flag""]","[{""code"": ""fit_layer_signal"", ""severity"": 0.3858832046841393, ""message"": ""Fit layer signal is elevated.""}, {""code"": ""fit_or_size_issue_signal"", ""severity"": 0.3858832046841393, ""message"": ""Fit or size mismatch signal is elevated.""}, {""code"": ""rare_color_issue_review_flag"", ""severity"": 0.0167505709086129, ""message"": ""Color issue appears in the upper tail of review signals.""}]",show_size_guidance_before_checkout,Fit-related signals are elevated. Show size and fit guidance.,1.0,0.2251547690790555,0.3858832046841393,0.1921805960108241,0.06,1,1,0,MP_0091,renttherunway_1437612,2,2,0,0,0,0.2,0.2251547690790555,0.1318200411009937,0.0,0.3858832046841393,0.3858832046841393,,,0.1921805960108241,0.3246511767075697,0.0466305967223398,0.0167505709086129,0.1440866012254826,0.1110599312976062,1,1,1,1,0,0,0
CART_0049,MU_017,0.4563661681184828,0.24,low,0.5876659544549755,0.15,1,"[""two_sizes_same_product"", ""large_cart_size""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.5876659544549755,0.281959342531429,0.1907658628004364,0.53,0,0,1,MP_0193,renttherunway_1047479,4,2,1,0,1,0.6,0.5876659544549755,0.258269623656104,0.0,0.281959342531429,0.281959342531429,,,0.1907658628004364,0.3053296981687456,0.0730446128368545,0.004573827504317,0.1435551797990116,0.1248595304985477,0,1,1,1,0,0,0
CART_0050,MU_017,0.8590941215142717,0.76,high,0.9915630307346738,0.55,2,"[""two_sizes_same_product"", ""high_transaction_model_rank"", ""large_cart_size"", ""low_rating_signal_when_available""]","[{""code"": ""two_sizes_same_product"", ""severity"": 1.0, ""message"": ""Cart contains multiple sizes of the same product.""}, {""code"": ""high_transaction_model_rank"", ""severity"": 0.9915630307346738, ""message"": ""Transaction model rank is high.""}, {""code"": ""large_cart_size"", ""severity"": 0.6, ""message"": ""Cart size is high for this demo batch.""}, {""code"": ""low_rating_signal_when_available"", ""severity"": 0.1533594875588957, ""message"": ""Rating issue signal is elevated when rating is available.""}]",show_size_guidance_before_checkout,Multiple sizes of the same product are in the cart. Show size guidance before checkout.,1.0,0.9915630307346738,0.2829135380829211,0.2040688273349432,0.53,0,1,1,MP_0137,renttherunway_397391,4,3,1,0,1,0.6,0.9915630307346738,0.8176658790426135,0.0,0.2829135380829211,0.2829135380829211,,,0.2040688273349432,0.33747888616803,0.0745606002776147,0.0038184742792521,0.136640646481996,0.1533594875588957,0,1,1,1,0,0,0
